Category,Manufacturer,Medicine_Form,Price,Current_Stock,Quantity_Sold,Supplier_Name,Supplier_Lead_Time,Days_To_Expiry,Season,Month,Is_Festival,Avg_Last_7_Days_Sales,Avg_Last_30_Days_Sales,Safety_Stock,Reorder_Level,Storage_Requirements,Stock_to_Safety_Ratio,Sales_Velocity,Future_Demand
0,1,2,184.21,119,11,3,5,568,0,6,1,11,19,43,40,1,2.7045454545454546,0.09166666666666666,12
7,0,2,397.29,80,9,0,3,297,1,5,0,14,12,71,30,2,1.1111111111111112,0.1728395061728395,20
1,2,0,157.34,90,46,2,11,732,1,3,0,43,37,78,76,2,1.139240506329114,0.4725274725274725,52
6,3,2,356.47,174,9,1,13,243,2,1,1,9,13,28,99,0,6.0,0.05142857142857143,16
0,1,2,184.21,171,40,3,4,783,2,1,0,38,40,63,98,1,2.671875,0.22093023255813954,42
1,3,1,345.21,257,29,2,9,935,1,5,0,33,31,74,45,2,3.4266666666666667,0.12790697674418605,32
4,0,1,283.65,182,31,1,10,352,2,2,0,36,32,23,96,2,7.583333333333333,0.19672131147540983,32
6,4,1,346.07,103,5,1,14,479,1,5,0,1,3,55,92,1,1.8392857142857142,0.009615384615384616,9
2,4,0,450.78,367,13,0,6,746,1,3,0,13,11,49,33,1,7.34,0.035326086956521736,14
2,0,1,362.36,191,54,2,10,757,1,3,0,54,55,27,56,2,6.821428571428571,0.28125,59
0,0,2,371.5,456,28,4,4,231,0,7,0,24,28,40,77,0,11.121951219512194,0.0525164113785558,27
2,5,2,325.92,308,54,3,6,456,1,5,0,53,50,40,56,0,7.512195121951219,0.1715210355987055,52
2,0,2,398.04,282,39,0,11,196,1,3,0,36,30,61,45,0,4.548387096774194,0.127208480565371,38
4,0,1,283.65,187,48,1,10,467,1,5,0,49,44,37,68,2,4.921052631578948,0.26063829787234044,56
5,2,3,156.68,493,50,4,7,332,1,3,0,47,48,59,72,1,8.216666666666667,0.0951417004048583,48
1,2,0,82.18,215,53,1,6,862,2,1,0,57,54,62,75,2,3.4126984126984126,0.2638888888888889,62
1,2,1,446.05,70,59,0,11,744,0,6,0,64,69,21,68,1,3.1818181818181817,0.9014084507042254,67
2,5,2,325.92,483,43,3,2,631,1,3,0,46,45,21,51,0,21.954545454545453,0.09504132231404959,49
7,0,2,397.29,312,37,0,7,724,0,7,0,41,38,56,87,2,5.473684210526316,0.13099041533546327,39
1,2,1,446.05,383,55,0,10,562,0,6,1,60,50,75,53,1,5.0394736842105265,0.15625,61
3,3,3,348.06,51,9,4,4,541,1,5,0,10,18,47,31,0,1.0625,0.19230769230769232,20
5,2,3,156.68,417,45,4,9,771,2,1,0,44,35,63,47,1,6.515625,0.10526315789473684,43
1,5,3,482.81,357,30,2,12,722,1,5,1,31,24,39,51,2,8.925,0.08659217877094973,38
4,5,3,346.65,241,25,1,3,913,1,4,0,22,33,76,52,1,3.1298701298701297,0.09090909090909091,31
6,5,3,467.69,30,26,2,9,445,1,3,0,26,31,79,82,0,0.375,0.8387096774193549,30
5,1,0,477.89,48,23,4,4,753,0,6,0,22,33,39,58,0,1.2,0.4489795918367347,28
1,5,3,482.81,405,7,2,6,709,1,5,0,6,1,49,62,2,8.1,0.014778325123152709,11
7,1,3,346.55,348,19,1,2,456,0,6,1,21,24,24,56,0,13.92,0.06017191977077364,24
1,2,2,70.79,190,41,0,6,616,0,6,0,44,44,52,49,2,3.5849056603773586,0.23036649214659685,49
0,1,2,184.21,234,43,3,13,800,2,2,0,45,41,41,34,1,5.571428571428571,0.19148936170212766,45
1,2,0,82.18,280,19,1,9,451,2,1,1,23,24,34,78,2,8.0,0.08185053380782918,23
1,5,0,410.5,33,41,0,12,512,1,4,0,39,42,37,90,0,0.868421052631579,1.1470588235294117,47
6,1,3,14.44,391,53,3,13,678,0,7,0,53,47,33,75,1,11.5,0.13520408163265307,55
4,4,3,305.04,129,53,3,3,458,1,3,0,50,47,31,81,0,4.03125,0.38461538461538464,57
4,5,3,346.65,135,49,1,10,336,1,5,0,47,40,72,59,1,1.8493150684931507,0.34558823529411764,53
6,4,1,346.07,344,27,1,11,713,1,5,0,32,26,42,34,1,8.0,0.0927536231884058,34
7,4,0,462.1,307,13,3,14,209,1,4,0,9,15,54,56,2,5.581818181818182,0.02922077922077922,20
2,1,3,267.32,479,25,2,4,598,0,6,0,24,32,39,86,1,11.975,0.05,33
1,4,3,117.68,298,11,2,5,970,2,1,0,7,20,62,52,1,4.73015873015873,0.023411371237458192,17
4,5,3,357.54,339,33,3,6,429,2,1,0,33,31,64,38,2,5.2153846153846155,0.09705882352941177,36
4,1,1,129.97,79,35,2,10,813,1,4,0,36,32,37,95,0,2.0789473684210527,0.45,37
0,1,0,66.94,111,38,1,13,817,2,1,1,37,36,60,65,2,1.819672131147541,0.33035714285714285,45
0,0,2,441.14,329,37,3,8,455,2,1,0,35,46,73,70,1,4.445945945945946,0.10606060606060606,43
2,0,3,246.09,38,59,0,4,785,2,2,0,55,50,59,54,0,0.6333333333333333,1.4102564102564104,61
6,5,3,467.69,203,15,2,4,600,1,5,0,15,20,74,59,0,2.7066666666666666,0.07352941176470588,24
0,5,2,441.43,36,21,3,14,815,1,5,0,22,29,62,32,1,0.5714285714285714,0.5945945945945946,23
0,1,2,184.21,366,8,3,8,76,2,1,0,12,8,52,87,1,6.90566037735849,0.0326975476839237,16
3,3,3,348.06,367,55,4,14,819,0,7,0,51,61,79,94,0,4.5875,0.13858695652173914,63
1,2,2,70.79,354,28,0,2,856,1,5,0,27,19,41,99,2,8.428571428571429,0.07605633802816901,34
4,0,1,283.65,185,52,1,7,776,0,6,1,47,44,70,37,2,2.6056338028169015,0.25268817204301075,49
6,5,3,467.69,380,30,2,7,391,1,5,0,31,23,65,53,0,5.757575757575758,0.08136482939632546,32
2,0,2,291.67,455,35,1,2,279,0,6,0,39,34,65,32,1,6.893939393939394,0.08552631578947369,43
7,1,1,357.75,445,56,0,5,399,1,5,1,58,66,60,61,2,7.295081967213115,0.13004484304932734,59
2,4,0,319.2,31,40,2,11,94,1,5,0,41,43,51,80,0,0.5961538461538461,1.28125,40
6,0,3,194.11,160,44,1,6,730,1,5,0,49,34,65,30,2,2.4242424242424243,0.30434782608695654,48
7,5,3,212.79,243,32,2,2,570,2,2,0,32,32,65,49,2,3.6818181818181817,0.13114754098360656,35
4,1,1,129.97,246,56,2,5,386,2,2,1,58,58,74,47,0,3.28,0.23481781376518218,65
6,4,0,408.86,404,35,1,8,437,1,4,0,37,40,28,34,2,13.931034482758621,0.09135802469135802,42
2,2,1,323.23,190,56,4,4,135,0,6,0,55,50,79,31,1,2.375,0.2879581151832461,59
7,3,2,123.69,125,8,0,9,578,2,2,0,6,14,60,34,2,2.0491803278688523,0.047619047619047616,13
6,3,2,356.47,376,57,1,10,793,0,7,0,57,56,28,44,0,12.96551724137931,0.15119363395225463,57
0,3,1,41.1,58,10,1,13,439,1,3,0,9,14,22,72,2,2.5217391304347827,0.15254237288135594,14
5,0,0,293.32,435,17,1,6,542,0,6,0,20,13,70,44,2,6.126760563380282,0.045871559633027525,17
4,1,3,93.03,98,55,1,13,404,2,1,0,60,55,73,47,2,1.3243243243243243,0.6060606060606061,61
0,3,2,166.96,44,39,4,2,495,0,6,0,44,35,54,64,1,0.8,0.9777777777777777,43
4,5,3,357.54,212,43,3,10,357,1,5,0,46,45,71,43,2,2.9444444444444446,0.215962441314554,50
6,4,3,302.46,342,21,4,12,654,1,3,0,22,25,56,43,2,6.0,0.0641399416909621,23
7,1,3,346.55,233,22,1,9,885,0,6,0,25,16,37,49,0,6.131578947368421,0.10683760683760683,30
0,0,0,33.93,245,11,3,9,420,1,5,0,6,12,56,38,0,4.298245614035087,0.024390243902439025,18
7,1,2,188.49,274,16,4,11,375,1,4,0,14,9,28,43,2,9.448275862068966,0.05090909090909091,23
2,0,2,398.04,223,39,0,11,838,0,7,0,35,48,66,83,0,3.328358208955224,0.15625,40
5,4,3,241.29,94,34,0,11,207,1,4,0,29,35,55,65,1,1.6785714285714286,0.30526315789473685,39
2,1,3,366.0,94,8,4,2,118,2,1,0,5,5,60,34,0,1.540983606557377,0.05263157894736842,14
6,0,2,292.13,499,40,2,14,578,1,5,0,42,33,62,54,0,7.920634920634921,0.084,46
6,5,3,164.14,80,14,1,8,458,2,2,0,16,10,76,62,1,1.0389610389610389,0.19753086419753085,22
5,1,0,477.89,357,37,4,11,140,0,6,1,32,41,34,36,0,10.2,0.0893854748603352,40
2,0,3,246.09,57,29,0,13,568,1,5,0,29,37,26,60,0,2.111111111111111,0.5,35
5,2,3,458.29,94,52,0,12,867,0,6,1,52,43,25,86,2,3.6153846153846154,0.5473684210526316,56
6,2,1,343.08,201,19,0,7,559,1,5,0,15,18,39,64,1,5.025,0.07425742574257425,25
0,3,1,41.1,60,10,1,8,790,0,6,0,13,4,32,53,2,1.8181818181818181,0.21311475409836064,13
5,4,3,241.29,443,20,0,13,794,0,7,0,22,13,49,75,1,8.86,0.04954954954954955,23
0,2,1,95.12,441,59,0,11,597,1,4,0,58,56,32,40,2,13.363636363636363,0.13122171945701358,59
0,0,3,259.97,45,59,0,9,426,2,2,0,64,54,64,80,1,0.6923076923076923,1.391304347826087,68
2,0,3,246.09,395,35,0,6,153,0,7,0,36,34,75,46,0,5.197368421052632,0.09090909090909091,41
6,5,3,164.14,457,54,1,13,607,2,1,0,59,59,46,65,1,9.72340425531915,0.12882096069868995,56
5,4,0,457.07,84,12,2,2,741,2,2,0,16,3,25,33,0,3.230769230769231,0.18823529411764706,15
6,1,2,486.16,124,37,2,13,594,1,3,0,37,31,71,57,1,1.7222222222222223,0.296,37
6,2,1,259.78,285,40,2,14,743,1,4,0,39,36,72,46,1,3.904109589041096,0.13636363636363635,44
2,4,0,53.6,252,20,3,11,638,1,4,1,19,11,78,37,2,3.189873417721519,0.07509881422924901,23
4,0,1,283.65,239,10,1,2,651,2,1,0,7,20,31,54,2,7.46875,0.029166666666666667,13
2,1,3,267.32,493,33,2,11,737,1,3,1,32,38,46,49,1,10.48936170212766,0.06477732793522267,39
6,2,1,343.08,79,17,0,13,531,0,6,0,15,24,38,65,1,2.0256410256410255,0.1875,22
6,4,3,302.46,395,5,4,2,81,1,3,0,2,7,32,33,2,11.969696969696969,0.005050505050505051,4
2,1,3,56.6,440,41,4,7,813,2,2,0,43,43,77,82,2,5.641025641025641,0.09750566893424037,45
1,5,0,410.5,206,40,0,7,458,2,1,0,38,32,55,35,0,3.6785714285714284,0.18357487922705315,42
4,4,3,103.44,170,25,4,6,329,1,4,0,24,33,63,82,2,2.65625,0.14035087719298245,27
2,1,3,366.0,362,39,4,9,855,1,4,1,36,48,38,92,0,9.282051282051283,0.09917355371900827,41
5,4,3,241.29,199,15,0,4,703,1,4,0,17,16,65,82,1,3.015151515151515,0.085,20
2,4,0,53.6,387,6,3,4,287,1,5,0,6,15,33,64,2,11.382352941176471,0.015463917525773196,15
0,4,1,175.0,372,5,0,13,326,2,2,0,3,8,30,75,1,12.0,0.00804289544235925,11
1,5,3,482.81,278,53,2,3,837,2,2,0,58,44,65,49,2,4.212121212121212,0.2078853046594982,58
5,4,0,335.8,118,54,3,3,397,2,1,0,50,61,48,76,1,2.4081632653061225,0.42016806722689076,58
0,5,3,141.9,168,12,2,10,560,0,6,0,7,10,37,59,2,4.421052631578948,0.04142011834319527,17
5,2,3,156.68,417,51,4,4,685,1,3,0,46,45,76,36,1,5.415584415584416,0.11004784688995216,54
7,0,2,57.78,65,50,2,7,318,1,4,0,50,54,25,72,1,2.5,0.7575757575757576,51
6,3,2,356.47,444,27,1,13,642,2,2,0,31,17,28,98,0,15.310344827586206,0.0696629213483146,33
0,0,2,441.14,71,23,3,5,76,2,1,0,18,18,44,39,1,1.5777777777777777,0.25,27
3,3,3,117.96,188,27,4,10,469,2,2,0,25,22,74,97,2,2.506666666666667,0.13227513227513227,32
2,3,1,405.0,450,9,1,5,201,1,4,0,10,9,59,92,2,7.5,0.022172949002217297,14
4,0,1,283.65,381,46,1,10,557,1,5,0,49,40,69,70,2,5.442857142857143,0.12827225130890052,51
0,3,2,226.22,140,51,4,4,969,1,3,0,55,61,70,34,2,1.971830985915493,0.3900709219858156,63
5,4,3,241.29,368,14,0,11,540,1,5,0,9,19,54,32,1,6.6909090909090905,0.024390243902439025,18
6,0,2,292.13,264,49,2,11,620,1,5,1,53,49,69,38,0,3.7714285714285714,0.2,58
2,1,3,366.0,124,57,4,4,217,1,5,0,57,62,23,53,0,5.166666666666667,0.456,67
4,3,1,437.94,412,19,2,12,909,2,1,0,21,26,75,97,1,5.421052631578948,0.05084745762711865,27
2,1,0,338.72,58,6,3,9,574,1,4,1,8,13,52,62,2,1.0943396226415094,0.13559322033898305,8
4,5,3,346.65,124,51,1,10,349,0,6,0,49,50,33,91,1,3.6470588235294117,0.392,57
0,3,1,41.1,126,59,1,2,443,1,3,0,56,56,31,63,2,3.9375,0.4409448818897638,63
0,2,1,95.12,76,19,0,2,170,0,6,0,18,16,66,82,2,1.1343283582089552,0.23376623376623376,18
6,2,1,343.08,366,48,0,5,896,1,3,0,51,53,72,71,1,5.013698630136986,0.13896457765667575,52
0,3,1,41.1,464,31,1,12,136,1,3,0,35,36,64,47,2,7.138461538461539,0.07526881720430108,38
2,1,3,366.0,155,30,4,3,516,1,5,0,30,25,63,96,0,2.421875,0.19230769230769232,34
2,0,2,291.67,195,56,1,5,405,2,1,0,51,48,44,50,1,4.333333333333333,0.2602040816326531,60
0,3,0,49.41,486,24,3,14,499,1,4,0,25,27,68,61,2,7.043478260869565,0.0513347022587269,32
2,0,2,398.04,496,39,0,8,923,2,1,0,39,48,35,39,0,13.777777777777779,0.07847082494969819,41
0,5,3,141.9,152,30,2,14,508,2,1,0,32,40,52,39,2,2.8679245283018866,0.20915032679738563,41
5,4,2,156.72,109,52,2,2,297,2,2,0,54,42,34,83,1,3.1142857142857143,0.4909090909090909,57
0,0,2,441.14,453,59,3,11,774,2,1,0,59,59,67,81,1,6.661764705882353,0.1299559471365639,68
5,2,3,156.68,261,37,4,12,274,0,6,0,37,42,60,30,1,4.278688524590164,0.14122137404580154,39
7,1,2,188.49,185,50,4,2,203,1,4,1,47,45,25,69,2,7.115384615384615,0.25268817204301075,53
5,4,0,457.07,329,19,2,11,558,2,2,0,20,22,49,65,0,6.58,0.06060606060606061,19
7,0,2,397.29,55,13,0,3,549,0,7,0,10,5,25,90,2,2.1153846153846154,0.17857142857142858,18
0,2,1,95.12,281,6,0,9,314,1,4,1,8,5,63,57,2,4.390625,0.028368794326241134,6
5,4,0,400.21,408,8,0,5,889,0,6,0,7,1,62,31,0,6.476190476190476,0.017114914425427872,12
0,3,2,282.07,87,37,2,14,146,2,1,0,39,34,70,30,2,1.2253521126760563,0.4431818181818182,40
3,4,3,204.5,463,45,3,11,501,1,3,0,40,35,60,88,1,7.590163934426229,0.08620689655172414,43
5,2,3,458.29,232,28,0,11,257,1,5,1,26,33,60,87,2,3.80327868852459,0.11158798283261803,36
1,5,0,410.5,31,51,0,6,449,2,2,0,46,55,71,74,0,0.4305555555555556,1.4375,51
2,1,3,56.6,374,58,4,4,738,1,4,1,54,61,73,79,2,5.054054054054054,0.144,57
6,4,1,346.07,191,38,1,4,767,0,6,0,42,30,38,63,1,4.897435897435898,0.21875,46
1,2,1,244.64,37,5,1,11,850,1,3,0,7,12,20,75,1,1.7619047619047619,0.18421052631578946,14
7,3,2,123.69,351,41,0,11,410,2,1,0,36,36,21,65,2,15.954545454545455,0.10227272727272728,43
7,1,1,357.75,118,11,0,4,405,2,2,0,16,13,24,60,2,4.72,0.13445378151260504,14
6,2,1,343.08,387,58,0,3,542,0,7,0,60,59,57,80,1,6.672413793103448,0.15463917525773196,65
2,0,0,449.03,174,42,3,7,539,1,5,0,42,44,31,35,1,5.4375,0.24,50
6,4,1,346.07,117,45,1,7,821,1,5,0,50,50,62,86,1,1.8571428571428572,0.423728813559322,51
6,0,3,194.11,305,29,1,11,538,2,1,0,33,26,71,41,2,4.236111111111111,0.10784313725490197,29
0,0,3,259.97,350,42,0,6,588,0,7,0,44,51,37,87,1,9.210526315789474,0.12535612535612536,44
7,4,0,462.1,320,33,3,7,949,1,3,0,28,27,62,88,2,5.079365079365079,0.08722741433021806,30
1,5,3,482.81,220,18,2,14,940,0,6,0,18,26,20,53,2,10.476190476190476,0.08144796380090498,24
6,5,3,467.69,490,18,2,5,709,0,6,1,22,18,30,30,0,15.806451612903226,0.04480651731160896,26
6,4,3,302.46,106,35,4,4,650,0,6,0,38,35,23,33,2,4.416666666666667,0.35514018691588783,40
5,4,0,400.21,224,40,0,7,629,1,4,0,41,44,75,30,0,2.9473684210526314,0.18222222222222223,46
7,1,1,362.34,230,53,1,6,259,1,3,0,51,43,28,66,2,7.931034482758621,0.22077922077922077,55
1,4,3,117.68,324,46,2,6,830,2,1,0,49,51,36,72,1,8.756756756756756,0.15076923076923077,47
1,2,0,82.18,137,24,1,4,374,1,5,0,29,15,66,90,2,2.044776119402985,0.21014492753623187,32
4,1,3,93.03,174,10,1,7,601,0,7,0,5,12,25,48,2,6.6923076923076925,0.02857142857142857,17
2,0,1,362.36,413,54,2,11,908,2,1,0,56,51,25,31,2,15.884615384615385,0.13526570048309178,59
7,1,1,357.75,419,21,0,5,582,1,3,0,17,14,58,93,2,7.101694915254237,0.04047619047619048,19
0,0,0,33.93,386,35,3,9,735,0,7,0,39,40,41,42,0,9.19047619047619,0.10077519379844961,45
6,1,2,486.16,317,31,2,4,457,1,3,0,26,32,68,33,1,4.594202898550725,0.08176100628930817,29
2,4,0,319.2,201,25,2,9,125,2,1,0,23,19,39,95,0,5.025,0.11386138613861387,23
4,3,1,437.94,320,51,2,6,70,2,2,0,51,44,49,37,1,6.4,0.1588785046728972,53
2,1,3,56.6,434,17,4,12,466,1,3,0,19,11,71,72,2,6.027777777777778,0.04367816091954023,17
2,0,3,246.09,61,54,0,3,529,1,5,0,51,62,78,53,0,0.7721518987341772,0.8225806451612904,59
4,5,3,357.54,319,31,3,8,347,0,7,0,30,35,54,93,2,5.8,0.09375,39
5,4,3,241.29,176,6,0,14,952,2,1,0,10,11,62,60,1,2.7936507936507935,0.05649717514124294,17
4,5,3,357.54,478,16,3,3,610,1,4,0,20,19,25,94,2,18.384615384615383,0.04175365344467641,22
3,3,3,117.96,426,7,4,2,753,1,3,0,11,17,25,72,2,16.384615384615383,0.02576112412177986,19
7,4,0,462.1,142,47,3,2,482,1,4,0,50,44,27,58,2,5.071428571428571,0.34965034965034963,55
0,5,2,441.43,135,9,3,3,522,0,6,0,12,7,64,77,1,2.076923076923077,0.08823529411764706,17
6,4,0,408.86,272,17,1,12,671,1,3,0,18,18,66,32,2,4.059701492537314,0.06593406593406594,26
7,1,3,346.55,259,26,1,2,733,0,6,1,21,30,49,38,0,5.18,0.08076923076923077,25
2,0,3,246.09,231,17,0,7,309,0,7,0,18,8,65,33,0,3.5,0.07758620689655173,15
1,2,1,446.05,346,48,0,3,34,1,3,0,52,45,66,52,1,5.164179104477612,0.14985590778097982,52
6,0,2,302.34,450,45,4,11,230,1,5,0,46,54,65,46,1,6.818181818181818,0.10199556541019955,49
7,1,1,357.75,289,8,0,6,604,2,1,0,7,12,23,42,2,12.041666666666666,0.02413793103448276,9
3,3,3,117.96,444,49,4,3,160,1,3,0,52,48,51,62,2,8.538461538461538,0.11685393258426967,51
1,5,3,482.81,441,43,2,10,961,0,6,0,43,45,49,56,2,8.82,0.09728506787330317,49
0,0,3,259.97,241,16,0,3,581,1,4,0,11,20,53,33,1,4.462962962962963,0.045454545454545456,22
1,2,0,157.34,406,43,2,10,378,1,5,0,41,45,76,40,2,5.2727272727272725,0.10073710073710074,43
3,0,0,61.98,328,24,4,11,382,2,1,0,22,34,37,86,1,8.631578947368421,0.0668693009118541,26
1,3,1,345.21,355,33,2,5,524,1,3,0,31,40,20,76,2,16.904761904761905,0.08707865168539326,41
3,3,3,117.96,76,43,4,6,814,1,5,0,44,38,51,96,2,1.4615384615384615,0.5714285714285714,48
6,4,0,408.86,323,50,1,11,577,1,3,0,49,46,72,67,2,4.424657534246576,0.15123456790123457,57
6,4,1,346.07,382,52,1,4,547,2,1,0,51,62,46,70,1,8.127659574468085,0.13315926892950392,53
5,0,0,293.32,99,11,1,7,267,0,7,0,8,14,34,61,2,2.8285714285714287,0.08,15
0,1,0,66.94,201,15,1,5,833,0,7,1,18,7,51,63,2,3.8653846153846154,0.0891089108910891,17
6,0,2,292.13,373,10,2,9,702,1,3,0,12,2,50,60,0,7.313725490196078,0.03208556149732621,12
3,3,3,348.06,171,47,4,9,676,2,1,0,45,57,63,62,0,2.671875,0.2616279069767442,50
2,1,3,366.0,491,49,4,8,369,2,2,0,48,46,63,67,0,7.671875,0.0975609756097561,55
5,4,2,156.72,202,19,2,2,231,2,1,0,16,21,78,46,1,2.5569620253164556,0.07881773399014778,27
7,3,2,123.69,169,13,0,5,794,0,7,0,9,10,77,40,2,2.1666666666666665,0.052941176470588235,15
0,3,2,282.07,472,49,2,4,698,1,3,0,47,41,20,50,2,22.476190476190474,0.09936575052854123,49
6,0,2,292.13,291,6,2,10,355,2,2,0,7,14,65,69,0,4.409090909090909,0.023972602739726026,8
3,5,2,26.51,323,5,3,14,239,1,3,0,4,8,44,38,0,7.177777777777778,0.012345679012345678,7
0,2,1,95.12,423,44,0,10,185,0,7,0,44,48,75,88,2,5.565789473684211,0.10377358490566038,46
0,0,3,259.97,52,52,0,13,875,1,4,0,47,55,39,73,1,1.3,0.8867924528301887,59
2,1,3,56.6,270,50,4,3,891,1,3,0,46,50,39,56,2,6.75,0.16974169741697417,52
0,4,1,175.0,459,46,0,2,300,0,6,0,46,40,59,34,1,7.65,0.1,44
2,0,2,291.67,330,21,1,12,908,2,1,0,17,21,31,36,1,10.3125,0.0513595166163142,28
7,3,2,123.69,456,29,0,12,457,1,4,0,25,31,62,57,2,7.238095238095238,0.05470459518599562,29
2,1,3,267.32,265,23,2,4,262,1,4,0,19,20,24,63,1,10.6,0.07142857142857142,30
0,0,3,259.97,256,27,0,11,399,2,1,1,25,34,59,69,1,4.266666666666667,0.09727626459143969,32
4,4,3,103.44,322,49,4,4,662,1,3,0,52,40,21,60,2,14.636363636363637,0.1609907120743034,50
4,1,1,297.94,483,20,1,8,146,0,7,1,16,18,58,70,1,8.186440677966102,0.03305785123966942,21
3,0,0,61.98,338,9,4,3,583,0,6,0,7,16,54,85,1,6.1454545454545455,0.02064896755162242,16
7,1,3,346.55,292,20,1,8,964,1,3,0,19,24,56,59,0,5.12280701754386,0.06484641638225255,28
5,4,0,335.8,428,10,3,4,581,1,3,0,6,10,32,98,1,12.969696969696969,0.013986013986013986,11
4,3,1,437.94,394,39,2,2,426,2,1,0,43,42,63,90,1,6.15625,0.10886075949367088,48
0,0,0,33.93,158,27,3,3,486,2,1,0,25,22,28,75,0,5.448275862068965,0.15723270440251572,26
7,4,0,462.1,340,57,3,3,141,2,1,0,54,52,22,49,2,14.782608695652174,0.15835777126099707,63
6,4,3,89.57,213,46,1,5,934,1,5,0,49,40,76,44,0,2.7662337662337664,0.22897196261682243,47
4,5,3,346.65,347,55,1,7,276,1,5,0,57,49,45,81,1,7.543478260869565,0.16379310344827586,59
4,1,3,93.03,473,45,1,13,442,2,2,0,46,54,75,46,2,6.223684210526316,0.0970464135021097,49
1,4,3,117.68,254,9,2,6,806,1,3,0,10,9,40,91,1,6.195121951219512,0.0392156862745098,15
4,3,1,437.94,495,25,2,2,432,0,7,0,29,30,50,89,1,9.705882352941176,0.05846774193548387,29
7,0,2,57.78,234,56,2,9,270,1,5,1,52,53,39,39,1,5.85,0.22127659574468084,61
5,0,0,293.32,249,20,1,6,102,2,2,0,22,24,68,42,2,3.608695652173913,0.088,29
1,5,0,410.5,246,47,0,14,493,1,4,0,51,50,61,32,0,3.967741935483871,0.20647773279352227,56
5,0,0,293.32,280,5,1,14,471,2,1,1,9,1,78,73,2,3.5443037974683542,0.03202846975088968,10
1,2,1,446.05,302,49,0,13,407,2,1,1,54,52,31,36,1,9.4375,0.1782178217821782,53
2,5,3,53.22,399,11,2,7,567,1,4,1,14,5,51,37,0,7.673076923076923,0.035,18
0,0,3,259.97,73,56,0,2,420,1,4,0,53,65,66,81,1,1.0895522388059702,0.7162162162162162,63
7,1,3,94.68,210,57,4,12,852,0,7,1,56,65,42,79,2,4.883720930232558,0.26540284360189575,60
4,4,3,425.25,163,50,2,4,287,1,4,0,53,41,28,93,2,5.620689655172414,0.3231707317073171,52
1,2,0,157.34,490,38,2,7,991,1,3,0,38,45,61,57,2,7.903225806451613,0.07739307535641547,43
0,3,1,41.1,270,37,1,2,617,1,5,1,40,36,32,93,2,8.181818181818182,0.14760147601476015,45
5,2,3,458.29,331,53,0,13,149,1,5,0,58,47,29,58,2,11.033333333333333,0.1746987951807229,58
7,1,3,346.55,331,32,1,10,881,1,3,0,28,26,55,83,0,5.910714285714286,0.08433734939759036,37
1,2,0,157.34,193,58,2,13,657,2,1,0,57,50,44,90,2,4.288888888888889,0.29381443298969073,60
0,3,0,49.41,227,58,3,8,970,1,3,0,63,56,62,69,2,3.6031746031746033,0.27631578947368424,59
1,5,0,410.5,402,50,0,9,792,0,7,1,52,52,74,59,0,5.36,0.12903225806451613,59
0,3,0,49.41,483,24,3,6,251,1,3,0,24,23,22,77,2,21.0,0.049586776859504134,27
5,2,3,156.68,483,28,4,6,398,1,3,0,29,25,50,89,1,9.470588235294118,0.05991735537190083,35
2,5,2,325.92,108,46,3,10,741,1,5,0,43,39,21,51,0,4.909090909090909,0.3944954128440367,49
7,1,1,362.34,393,34,1,4,565,0,7,0,32,30,72,97,2,5.383561643835616,0.08121827411167512,38
0,4,1,175.0,70,57,0,13,609,2,2,0,53,52,39,59,1,1.75,0.7464788732394366,57
0,3,0,49.41,369,41,3,8,278,0,6,0,36,47,43,55,2,8.386363636363637,0.0972972972972973,49
6,4,0,408.86,57,5,1,7,298,1,4,0,2,1,79,79,2,0.7125,0.034482758620689655,10
5,2,3,156.68,182,24,4,14,235,2,2,0,22,18,23,31,1,7.583333333333333,0.12021857923497267,31
1,4,3,117.68,181,20,2,3,573,1,5,0,15,25,37,78,1,4.7631578947368425,0.08241758241758242,22
0,3,2,226.22,307,39,4,14,747,2,1,0,36,44,41,68,2,7.309523809523809,0.11688311688311688,42
2,1,0,338.72,102,48,3,11,424,1,5,0,48,40,23,59,2,4.25,0.46601941747572817,55
4,1,1,129.97,221,35,2,5,500,0,7,0,34,44,56,87,0,3.8771929824561404,0.15315315315315314,42
0,3,2,166.96,131,22,4,10,765,2,1,0,26,22,45,43,1,2.847826086956522,0.19696969696969696,29
3,0,0,61.98,230,54,4,2,497,2,1,0,57,46,71,78,1,3.1944444444444446,0.24675324675324675,53
0,1,2,184.21,281,28,3,9,173,1,3,0,25,26,57,97,1,4.844827586206897,0.08865248226950355,29
2,1,3,56.6,149,20,4,13,608,0,7,0,20,23,45,41,2,3.239130434782609,0.13333333333333333,26
0,1,3,112.93,78,24,2,14,874,2,2,0,23,28,72,85,1,1.0684931506849316,0.2911392405063291,25
1,1,1,424.58,248,43,1,5,400,0,7,1,43,49,41,44,0,5.904761904761905,0.17269076305220885,50
1,2,1,244.64,384,48,1,9,209,2,1,0,43,49,76,92,1,4.987012987012987,0.11168831168831168,49
6,0,3,194.11,133,19,1,2,964,2,1,0,14,14,62,82,2,2.111111111111111,0.1044776119402985,19
5,4,0,400.21,272,59,0,5,465,0,6,0,63,58,63,82,0,4.25,0.23076923076923078,62
6,2,1,343.08,220,25,0,4,693,0,6,0,30,24,61,62,1,3.5483870967741935,0.13574660633484162,26
1,5,3,482.81,449,51,2,14,601,1,5,0,56,41,52,75,2,8.471698113207546,0.12444444444444444,56
