Category,Manufacturer,Medicine_Form,Price,Current_Stock,Quantity_Sold,Supplier_Name,Supplier_Lead_Time,Days_To_Expiry,Season,Month,Is_Festival,Avg_Last_7_Days_Sales,Avg_Last_30_Days_Sales,Safety_Stock,Reorder_Level,Storage_Requirements,Future_Demand
2,3,2,142.33,44,47,2,7,678,1,5,0,47,37,41,59,2,54
0,2,1,95.12,218,49,0,7,867,1,3,0,49,45,66,62,2,56
6,4,3,302.46,383,16,4,14,648,1,4,0,13,10,63,88,2,13
0,0,2,441.14,85,40,3,5,350,0,7,0,41,49,55,69,1,51
4,4,3,425.25,210,17,2,12,169,2,2,0,15,12,70,99,2,20
5,4,3,241.29,268,50,0,2,595,1,5,0,55,47,51,34,1,56
1,2,1,244.64,342,17,1,7,715,2,1,0,12,27,75,69,1,22
5,1,0,477.89,396,19,4,13,239,1,5,0,24,13,72,70,0,28
6,4,3,89.57,231,16,1,3,639,1,5,0,16,16,41,33,0,17
5,3,0,219.86,453,49,1,4,567,2,2,0,51,49,61,32,0,57
5,0,0,293.32,481,7,1,2,767,2,1,0,10,1,75,96,2,14
6,2,1,259.78,367,32,2,11,545,1,5,0,33,37,25,83,1,33
4,1,1,297.94,311,31,1,9,634,1,4,0,33,41,72,61,1,40
6,0,3,194.11,430,18,1,2,489,0,6,1,21,23,46,37,2,26
2,0,1,362.36,96,48,2,9,378,0,6,0,45,38,57,71,2,45
6,2,1,343.08,130,10,0,5,822,2,2,0,14,4,65,60,1,18
3,5,2,26.51,238,49,3,7,840,1,3,1,54,52,72,39,0,58
0,0,0,33.93,479,13,3,4,335,2,1,0,14,11,25,93,0,19
6,0,2,302.34,214,34,4,13,244,0,7,0,31,40,70,70,1,39
5,4,0,457.07,247,23,2,14,451,0,7,0,26,31,61,46,0,29
0,3,1,41.1,478,11,1,6,563,1,5,0,7,11,70,52,2,10
5,4,3,241.29,362,40,0,12,261,2,1,0,35,43,60,95,1,42
7,0,2,397.29,414,51,0,3,44,1,3,1,47,59,67,89,2,60
4,1,3,93.03,252,40,1,11,270,1,5,0,41,40,39,95,2,41
6,5,3,467.69,422,18,2,8,881,1,3,1,23,23,22,79,0,28
6,3,2,356.47,477,32,1,12,196,1,5,1,33,29,66,70,0,36
2,0,2,398.04,304,30,0,8,598,2,2,0,26,27,62,42,0,30
6,5,3,467.69,32,10,2,5,432,1,4,0,11,18,60,68,0,20
0,1,2,184.21,63,35,3,13,572,1,4,0,35,37,61,33,1,42
2,1,3,267.32,346,19,2,4,124,1,3,0,21,28,23,46,1,21
2,1,3,267.32,100,28,2,3,751,0,7,0,29,20,69,40,1,31
6,0,3,194.11,67,39,1,9,943,0,6,0,40,32,78,43,2,41
6,1,3,14.44,379,19,3,12,650,1,3,0,17,13,68,97,1,26
2,0,0,449.03,378,38,3,7,362,0,6,0,40,45,52,39,1,48
5,3,0,219.86,122,29,1,2,440,2,1,0,34,21,57,61,0,32
7,0,2,57.78,52,53,2,14,669,1,4,0,58,57,58,86,1,62
5,2,3,458.29,104,12,0,5,304,2,1,0,8,13,43,93,2,12
5,0,0,293.32,297,54,1,13,418,2,2,0,59,49,60,69,2,63
2,4,0,53.6,110,58,3,2,831,2,1,0,60,62,45,63,2,62
1,2,2,70.79,429,50,0,2,875,2,1,0,52,56,68,93,2,53
0,5,3,141.9,277,14,2,4,130,2,2,0,15,4,59,65,2,18
4,4,1,82.18,493,10,2,12,692,1,5,0,6,12,74,97,2,12
5,3,0,219.86,111,58,1,11,258,2,2,0,62,68,69,58,0,70
6,5,3,467.69,67,17,2,4,620,0,6,0,21,18,41,64,0,20
0,5,2,441.43,198,18,3,10,162,1,3,0,23,19,24,52,1,26
7,0,2,397.29,295,22,0,9,422,0,6,1,20,25,38,57,2,27
6,4,3,89.57,45,23,1,12,533,1,5,0,18,31,36,65,0,30
2,1,3,267.32,47,48,2,9,547,2,2,0,44,38,36,43,1,52
4,4,1,82.18,428,13,2,4,651,0,7,0,18,9,72,68,2,19
0,4,1,175.0,121,36,0,6,666,2,1,1,33,44,49,62,1,36
6,2,1,343.08,147,33,0,10,187,0,7,0,35,34,76,84,1,33
1,2,0,82.18,54,5,1,14,881,0,7,0,6,10,74,56,2,12
2,0,3,246.09,245,50,0,13,718,2,1,0,54,56,57,54,0,52
2,1,0,338.72,305,33,3,10,464,0,6,0,35,41,24,69,2,41
6,3,2,356.47,229,53,1,4,606,2,1,0,53,45,72,89,0,59
0,5,2,441.43,433,18,3,12,781,1,3,0,22,24,64,57,1,27
7,1,1,362.34,439,57,1,6,893,0,7,0,59,47,70,89,2,55
1,4,3,117.68,491,14,2,13,586,1,3,0,19,6,42,50,1,17
7,1,1,362.34,243,36,1,12,364,2,1,0,38,36,30,46,2,38
0,4,3,20.27,237,53,2,7,334,2,2,1,49,52,40,83,0,58
5,4,0,400.21,194,41,0,5,702,1,5,0,38,32,38,98,0,43
2,4,0,53.6,473,26,3,7,598,1,3,0,24,35,25,37,2,35
3,3,3,348.06,389,40,4,4,722,1,5,0,42,41,36,51,0,45
4,4,3,305.04,374,36,3,4,853,2,2,0,31,36,33,87,0,38
2,1,0,338.72,198,15,3,11,721,2,1,0,15,25,37,91,2,25
0,1,0,66.94,266,15,1,2,894,0,6,0,18,25,26,34,2,20
2,3,1,405.0,276,39,1,8,557,2,2,0,42,47,65,87,2,48
1,1,1,424.58,108,28,1,9,139,1,3,0,32,30,35,71,0,31
2,3,1,405.0,328,24,1,5,324,1,4,1,21,24,22,81,2,32
0,0,3,259.97,358,36,0,8,507,2,1,0,36,42,59,50,1,43
6,1,2,486.16,338,51,2,5,434,1,3,0,49,52,76,43,1,59
4,1,1,129.97,314,15,2,4,203,1,3,0,18,10,44,46,0,17
7,5,3,212.79,300,36,2,5,560,0,6,0,39,43,77,60,2,46
2,1,3,366.0,236,17,4,6,317,2,2,0,14,14,37,60,0,19
0,4,1,175.0,51,23,0,10,601,2,2,0,19,17,72,62,1,21
3,5,2,26.51,51,40,3,5,798,2,1,0,44,32,75,58,0,43
5,4,2,156.72,96,7,2,4,290,1,4,0,7,13,20,41,1,10
2,0,1,362.36,76,31,2,13,848,1,5,0,27,30,36,79,2,30
2,4,0,319.2,297,29,2,8,849,0,6,0,30,28,21,62,0,33
4,5,3,357.54,160,34,3,13,395,1,5,0,31,41,71,43,2,36
1,2,1,244.64,91,43,1,9,107,1,4,0,47,34,30,41,1,49
1,5,0,410.5,206,50,0,9,181,1,3,0,52,54,37,73,0,60
0,2,1,95.12,172,59,0,3,561,0,6,0,57,65,66,96,2,67
5,0,0,293.32,122,14,1,3,263,1,4,1,12,17,41,79,2,22
1,2,1,244.64,182,30,1,10,611,0,6,0,28,38,32,58,1,36
6,0,3,194.11,466,52,1,11,392,2,1,0,51,53,47,60,2,56
1,2,1,244.64,365,31,1,13,630,1,3,0,31,40,65,48,1,32
1,5,0,410.5,458,15,0,9,722,2,2,0,17,13,29,49,0,17
7,1,1,362.34,267,46,1,5,1011,1,5,0,47,51,42,92,2,52
1,4,3,117.68,73,5,2,11,406,2,1,0,1,9,43,60,1,7
6,0,2,302.34,416,9,4,14,878,1,5,0,8,15,29,55,1,15
4,4,3,425.25,114,56,2,13,150,1,3,0,61,65,72,39,2,63
5,4,0,335.8,85,26,3,4,174,1,5,0,22,17,64,92,1,29
0,3,1,41.1,156,47,1,7,648,1,4,0,42,56,60,76,2,51
4,5,3,346.65,320,47,1,6,536,0,7,0,43,43,43,43,1,51
0,1,0,66.94,395,25,1,3,594,2,2,0,24,20,53,75,2,31
4,0,1,283.65,313,38,1,5,833,1,5,0,39,42,78,85,2,42
5,4,0,400.21,109,17,0,12,285,2,1,0,18,21,42,52,0,22
1,3,1,345.21,395,52,2,7,702,2,2,0,56,61,68,67,2,60
6,1,3,14.44,444,38,3,8,381,1,4,0,38,40,59,44,1,47
7,1,3,94.68,164,50,4,6,424,1,3,0,49,50,36,49,2,51
3,5,2,26.51,217,30,3,13,829,1,3,0,33,34,78,50,0,33
0,3,2,282.07,99,57,2,2,829,0,7,0,55,48,59,32,2,59
2,4,0,450.78,235,12,0,8,396,1,3,0,12,20,76,61,1,15
3,3,3,348.06,85,33,4,5,413,1,3,0,32,40,23,30,0,35
4,5,3,357.54,361,38,3,14,774,1,3,0,42,32,40,32,2,40
6,3,2,356.47,173,21,1,14,204,1,5,0,18,13,57,87,0,25
6,0,2,292.13,369,42,2,7,640,1,3,0,37,32,57,94,0,38
0,1,3,112.93,276,25,2,5,250,0,6,0,26,34,60,37,1,28
2,1,3,366.0,465,51,4,13,455,2,2,0,55,59,20,92,0,59
7,0,2,57.78,346,41,2,11,945,2,2,0,44,42,63,95,1,42
7,0,2,397.29,253,21,0,14,906,2,2,0,20,28,55,86,2,23
2,3,2,142.33,331,29,2,2,133,0,6,0,28,35,21,68,2,31
7,1,2,188.49,79,28,4,6,475,1,4,0,33,31,22,71,2,30
0,5,3,141.9,419,9,2,11,918,2,2,0,9,10,23,53,2,17
4,5,3,346.65,245,28,1,5,666,1,5,1,25,19,68,96,1,30
0,0,2,127.2,78,16,3,5,431,1,5,0,17,6,36,96,1,23
3,3,3,348.06,408,6,4,11,537,1,3,0,9,1,74,94,0,7
6,5,3,467.69,181,54,2,13,528,1,3,0,54,63,65,57,0,58
5,1,0,477.89,243,31,4,5,124,1,3,0,34,33,39,47,0,41
1,5,0,410.5,39,50,0,3,272,1,4,0,55,41,61,51,0,52
7,1,2,188.49,61,53,4,2,770,1,4,0,57,49,47,62,2,60
5,0,0,293.32,304,24,1,12,248,1,3,0,23,33,47,76,2,26
5,4,0,400.21,119,14,0,2,358,0,6,0,16,16,40,73,0,23
2,3,2,142.33,479,50,2,13,286,0,6,1,47,51,35,38,2,53
0,0,3,259.97,72,54,0,8,340,1,3,0,51,51,46,88,1,57
3,4,3,204.5,31,46,3,7,984,0,6,0,44,38,29,60,1,47
0,3,2,166.96,145,51,4,4,949,1,3,0,55,47,69,64,1,58
0,5,2,441.43,329,27,3,8,572,1,5,0,26,19,43,54,1,31
7,0,2,397.29,480,28,0,9,611,2,1,0,23,24,67,54,2,31
4,2,0,414.69,47,46,2,7,696,2,2,0,50,41,21,98,1,51
0,0,2,127.2,236,22,3,9,839,2,2,0,19,12,25,52,1,20
4,2,0,414.69,365,53,2,11,63,1,3,0,49,56,57,82,1,56
6,3,2,356.47,475,49,1,5,977,2,2,0,45,50,43,80,0,55
0,0,2,371.5,164,30,4,12,130,1,4,0,32,39,68,66,0,33
6,4,3,302.46,46,41,4,7,284,1,4,0,44,36,77,56,2,48
3,5,2,26.51,401,19,3,13,896,1,4,0,20,20,60,73,0,21
2,3,1,405.0,38,44,1,2,188,1,4,0,47,47,74,36,2,48
7,3,2,123.69,342,59,0,14,934,2,1,0,63,69,75,38,2,67
2,5,3,53.22,330,40,2,2,375,1,4,0,35,38,54,88,0,38
0,3,1,41.1,30,14,1,7,558,1,5,0,17,18,59,94,2,18
7,4,0,462.1,168,12,3,6,320,2,1,0,10,7,40,68,2,16
4,5,3,346.65,365,53,1,3,719,1,3,0,55,54,30,41,1,59
5,4,0,335.8,213,33,3,3,465,1,3,0,33,32,59,86,1,32
0,2,1,95.12,249,15,0,8,521,2,1,0,18,25,76,64,2,23
7,1,3,346.55,247,38,1,7,248,1,5,0,38,37,67,75,0,39
0,1,2,184.21,416,23,3,4,282,1,5,0,24,13,55,55,1,27
0,3,0,49.41,187,51,3,11,868,2,1,0,53,41,37,50,2,55
6,4,3,89.57,271,40,1,13,528,1,4,0,36,43,24,94,0,41
1,2,1,446.05,198,41,0,8,658,1,4,0,36,42,43,84,1,48
4,0,1,283.65,366,11,1,2,220,1,4,0,7,13,71,94,2,11
5,4,3,241.29,499,30,0,11,218,0,6,0,35,31,54,33,1,31
5,2,3,458.29,133,22,0,14,572,1,4,0,24,22,71,85,2,29
6,4,3,302.46,176,36,4,8,574,2,2,0,31,30,64,33,2,40
6,2,1,259.78,240,51,2,5,815,0,7,0,52,44,30,80,1,52
7,0,2,397.29,192,40,0,11,491,0,6,0,42,39,74,31,2,46
4,4,1,82.18,127,42,2,8,382,1,3,0,47,51,49,72,2,54
7,1,1,362.34,195,35,1,10,683,0,6,0,37,34,70,90,2,39
0,0,0,33.93,487,14,3,8,745,2,1,0,10,16,32,48,0,13
7,4,0,462.1,335,36,3,6,154,0,7,0,31,40,67,53,2,40
5,4,0,457.07,107,44,2,7,757,1,5,0,42,45,68,58,0,48
7,1,1,362.34,397,42,1,12,635,1,3,1,44,32,21,66,2,47
2,1,3,267.32,99,12,2,13,449,0,7,0,14,10,61,45,1,17
2,0,0,449.03,453,14,3,11,550,0,6,0,19,19,53,91,1,18
0,0,2,371.5,368,34,4,3,581,0,6,0,35,31,40,54,0,33
2,5,3,53.22,80,51,2,2,731,2,2,0,49,47,42,60,0,54
4,0,1,283.65,395,8,1,12,808,1,3,0,6,9,34,71,2,15
0,5,2,441.43,68,33,3,14,446,1,3,0,30,37,22,48,1,34
5,3,0,219.86,327,25,1,12,805,1,4,0,30,19,36,63,0,34
0,4,3,20.27,241,58,2,10,207,1,5,0,62,64,50,79,0,63
1,2,2,70.79,380,31,0,14,871,2,1,0,34,37,29,40,2,37
0,0,2,441.14,264,26,3,2,489,2,2,0,24,21,69,90,1,29
7,3,2,123.69,33,35,0,8,626,2,1,0,31,30,43,51,2,33
6,0,2,292.13,302,25,2,7,73,1,3,0,24,20,66,66,0,31
6,5,3,467.69,457,29,2,3,237,0,7,0,29,28,29,62,0,36
6,1,3,14.44,146,36,3,8,663,0,7,0,34,39,45,30,1,45
2,0,2,398.04,438,39,0,4,650,1,4,0,35,31,78,63,0,40
7,1,3,346.55,471,29,1,12,409,1,3,0,26,26,54,90,0,30
2,5,3,53.22,345,12,2,13,278,1,3,0,17,8,40,56,0,19
2,1,3,56.6,368,48,4,7,862,0,7,0,47,48,43,87,2,53
6,5,3,467.69,210,17,2,9,388,1,5,0,18,15,65,92,0,16
0,0,0,33.93,223,8,3,13,722,2,1,0,13,5,53,58,0,15
5,0,0,293.32,174,7,1,2,638,1,5,0,2,1,39,95,2,12
0,3,1,41.1,75,34,1,3,801,2,2,0,33,42,77,93,2,37
2,5,2,325.92,371,32,3,8,526,1,3,0,30,26,26,69,0,34
4,1,3,93.03,486,34,1,6,561,1,3,0,34,32,77,37,2,40
5,2,3,458.29,442,19,0,14,368,0,6,0,24,10,30,49,2,25
6,0,3,194.11,435,31,1,8,249,0,7,0,32,23,52,31,2,38
6,4,3,302.46,118,44,4,6,304,2,2,0,43,34,35,90,2,47
6,2,1,343.08,449,11,0,2,426,0,6,0,10,9,64,47,1,11
6,4,1,346.07,232,55,1,8,444,0,7,0,57,57,51,63,1,56
0,0,3,259.97,397,42,0,14,813,0,6,0,46,39,67,74,1,48
4,2,0,414.69,331,53,2,14,945,2,2,0,48,52,50,57,1,52
6,5,3,467.69,452,37,2,2,318,0,7,0,39,32,31,31,0,36
7,1,3,346.55,427,44,1,13,395,2,2,0,41,40,40,79,0,46
0,1,3,112.93,151,44,2,9,600,1,3,0,47,40,74,44,1,50
3,5,2,26.51,308,8,3,9,788,1,4,0,13,16,45,36,0,13
7,4,0,462.1,162,55,3,2,531,1,4,0,51,52,32,56,2,59
6,1,2,486.16,351,19,2,4,752,0,6,0,23,14,70,74,1,23
6,4,3,89.57,357,55,1,5,252,2,1,0,53,51,25,76,0,57
2,0,0,277.91,144,22,0,14,37,0,6,0,20,29,23,45,0,28
5,0,2,467.1,127,27,1,9,637,1,5,1,24,35,57,87,1,36
0,3,2,226.22,215,20,4,7,805,1,3,0,22,25,55,30,2,29
6,0,2,302.34,251,40,4,14,472,2,1,0,38,47,21,76,1,41
1,5,0,410.5,154,27,0,10,464,1,3,0,25,17,25,44,0,28
7,1,2,188.49,349,46,4,11,852,1,3,0,51,42,72,64,2,53
2,1,3,56.6,263,46,4,3,876,1,3,0,43,47,26,94,2,46
0,5,2,441.43,39,59,3,12,384,2,1,0,58,55,30,86,1,57
6,0,3,194.11,131,12,1,8,423,1,5,1,7,8,52,48,2,10
7,1,3,346.55,126,52,1,5,815,0,6,0,48,49,44,58,0,55
0,3,1,41.1,478,10,1,12,656,0,7,0,5,1,64,41,2,9
4,2,0,414.69,162,35,2,9,323,1,3,0,40,25,77,91,1,35
7,4,0,462.1,231,21,3,2,427,1,3,0,16,16,20,47,2,26
6,4,1,346.07,206,35,1,12,287,2,2,0,35,28,72,60,1,40
3,5,2,26.51,291,23,3,6,639,1,4,0,27,26,36,59,0,30
5,3,0,219.86,434,51,1,8,189,0,6,0,52,44,29,87,0,51
4,1,1,129.97,363,36,2,7,791,1,3,0,36,46,26,31,0,46
5,4,0,457.07,454,35,2,2,762,2,1,1,36,38,56,81,0,38
7,4,0,462.1,324,28,3,12,388,2,1,0,33,25,51,78,2,37
2,4,0,450.78,278,53,0,8,690,1,4,0,50,46,66,79,1,52
0,3,0,49.41,275,38,3,11,457,1,3,0,43,42,20,62,2,45
1,2,1,244.64,335,24,1,12,397,2,1,0,25,15,57,61,1,30
0,3,0,49.41,171,27,3,10,648,1,5,0,23,32,37,85,2,34
0,4,1,175.0,131,7,0,3,531,1,5,0,2,5,38,57,1,13
1,5,2,72.7,318,22,2,5,1025,1,4,0,24,29,65,99,1,28
0,5,2,441.43,290,32,3,9,322,0,7,0,35,23,43,97,1,38
6,4,3,89.57,423,13,1,5,785,1,5,0,15,21,74,51,0,16
0,3,1,41.1,73,6,1,6,605,1,5,0,3,1,77,33,2,7
5,4,2,156.72,258,56,2,11,489,0,7,0,51,50,68,74,1,60
4,0,1,283.65,326,10,1,5,963,2,1,0,5,4,61,83,2,13
6,4,0,408.86,50,22,1,10,702,1,4,0,25,21,38,78,2,31
6,1,2,486.16,137,21,2,10,175,2,1,0,18,28,33,92,1,23
2,0,2,398.04,230,36,0,11,198,2,1,0,39,41,73,42,0,45
1,5,3,482.81,42,39,2,10,715,1,3,0,40,48,38,83,2,49
6,0,3,194.11,81,43,1,13,164,1,4,0,42,46,28,92,2,49
6,2,1,343.08,216,34,0,6,618,2,1,0,29,24,75,90,1,30
2,3,2,142.33,404,53,2,3,383,1,3,0,49,43,77,60,2,55
2,5,3,53.22,347,42,2,3,671,2,2,0,38,45,45,69,0,43
0,3,1,41.1,57,19,1,5,399,1,5,0,15,10,49,43,2,21
5,0,0,293.32,259,55,1,6,221,2,1,0,58,63,62,64,2,59
1,2,0,82.18,72,10,1,13,576,1,3,0,8,10,44,45,2,16
7,0,2,397.29,98,53,0,11,723,1,3,0,53,43,61,35,2,54
4,2,0,414.69,361,31,2,5,278,0,6,1,35,35,70,69,1,37
7,0,2,57.78,266,56,2,11,695,2,1,0,58,57,30,42,1,64
2,0,2,291.67,197,48,1,9,134,2,1,0,51,47,66,77,1,53
4,5,3,357.54,388,52,3,11,760,2,2,0,55,62,76,71,2,63
0,0,2,441.14,198,32,3,5,143,1,5,0,34,35,69,94,1,35
0,2,1,95.12,277,14,0,9,211,0,6,1,12,9,32,79,2,17
2,0,2,398.04,41,51,0,3,513,1,4,0,56,50,46,91,0,53
2,0,1,362.36,320,32,2,9,569,1,5,0,32,42,70,55,2,39
2,2,1,323.23,418,51,4,4,446,0,6,0,54,47,69,82,1,57
2,0,1,362.36,113,42,2,5,165,1,5,0,47,32,32,83,2,47
5,4,0,400.21,369,15,0,12,871,1,3,0,12,24,60,42,0,22
3,3,3,348.06,292,42,4,4,578,1,4,0,39,40,33,92,0,44
0,0,2,441.14,145,46,3,10,383,1,4,0,51,56,63,94,1,53
2,1,3,267.32,224,30,2,11,538,2,2,0,31,23,51,47,1,29
0,0,0,33.93,50,24,3,3,279,1,5,0,21,15,59,33,0,28
4,4,1,82.18,96,26,2,5,105,1,4,0,26,36,58,35,2,33
1,2,1,244.64,177,22,1,6,661,0,7,1,21,29,36,89,1,31
1,5,3,482.81,231,10,2,8,572,0,6,0,9,16,55,49,2,18
6,5,3,164.14,375,11,1,6,495,0,6,0,15,4,29,80,1,14
3,4,3,204.5,494,38,3,8,665,2,2,0,35,44,43,95,1,45
7,1,3,346.55,322,28,1,14,619,0,7,0,24,22,44,54,0,33
2,3,1,405.0,148,6,1,14,773,1,3,0,9,8,36,76,2,13
2,4,0,53.6,387,49,3,4,67,0,7,0,52,47,48,86,2,49
0,3,2,282.07,256,22,2,3,741,2,2,0,25,23,67,48,2,28
6,4,0,408.86,79,41,1,5,265,1,3,0,40,40,67,44,2,48
7,1,1,362.34,289,51,1,5,886,2,1,1,48,57,27,37,2,60
7,1,3,346.55,393,19,1,3,567,1,5,0,20,15,27,36,0,24
4,0,1,283.65,53,32,1,4,937,0,6,0,32,33,51,80,2,36
2,1,3,56.6,424,49,4,9,467,1,4,0,46,40,24,81,2,53
0,0,2,127.2,266,24,3,2,223,1,3,0,26,30,32,90,1,30
0,3,2,282.07,268,5,2,14,701,1,5,0,1,2,48,49,2,6
1,1,1,424.58,399,21,1,7,735,1,4,1,19,15,77,83,0,20
0,4,3,20.27,385,31,2,14,375,0,6,0,33,30,77,84,0,31
3,3,3,348.06,464,20,4,9,644,1,5,0,16,24,75,57,0,20
0,3,1,41.1,97,28,1,10,625,0,6,0,24,19,22,62,2,33
6,2,1,259.78,248,29,2,5,284,0,6,0,29,23,27,50,1,29
0,0,0,33.93,64,30,3,6,838,1,4,0,31,21,48,74,0,32
6,0,2,292.13,349,46,2,8,641,0,7,0,45,50,53,99,0,49
2,0,0,449.03,207,38,3,4,696,1,4,0,35,47,67,57,1,47
0,5,2,441.43,271,20,3,14,928,1,4,0,15,16,21,62,1,17
0,0,2,127.2,189,15,3,12,819,1,4,0,17,5,42,74,1,18
0,0,3,259.97,84,18,0,7,255,1,5,0,16,16,60,77,1,26
0,0,3,259.97,466,37,0,10,420,1,3,0,35,44,54,41,1,39
0,1,2,184.21,64,50,3,11,551,1,4,0,55,40,44,62,1,58
4,5,3,357.54,484,13,3,3,419,0,6,0,8,18,37,83,2,17
3,3,3,117.96,342,51,4,10,335,1,5,0,53,50,28,96,2,60
5,0,2,467.1,68,54,1,5,631,0,6,0,52,50,62,54,1,59
7,1,3,94.68,482,56,4,2,104,0,7,0,59,53,30,81,2,62
0,3,2,282.07,334,50,2,13,731,1,3,1,50,42,49,43,2,52
1,1,1,424.58,349,37,1,3,392,2,1,0,41,30,46,60,0,45
0,5,2,441.43,358,28,3,10,213,1,4,0,28,30,68,64,1,29
1,5,3,482.81,280,17,2,10,655,1,3,0,19,8,21,72,2,17
4,2,0,414.69,159,12,2,11,766,0,7,1,12,19,64,59,1,20
5,4,0,457.07,47,51,2,10,665,1,3,1,49,45,76,82,0,54
7,5,3,212.79,175,20,2,4,829,2,2,0,23,30,20,72,2,29
4,1,1,129.97,50,32,2,8,726,2,2,0,31,23,48,49,0,36
5,4,0,335.8,310,39,3,8,356,1,5,1,40,45,64,78,1,47
4,5,3,357.54,291,8,3,10,765,2,2,0,5,2,54,87,2,13
7,1,1,357.75,288,5,0,12,707,1,3,0,1,11,73,81,2,10
0,3,1,41.1,357,6,1,4,524,2,1,0,5,13,36,43,2,7
7,0,2,57.78,395,32,2,3,312,0,6,0,32,36,29,96,1,40
5,4,0,335.8,107,5,3,6,1007,2,2,0,10,9,75,47,1,9
4,4,1,82.18,462,44,2,6,369,0,7,1,42,46,45,42,2,50
2,0,3,246.09,406,32,0,7,493,1,5,0,34,28,29,88,0,31
7,1,2,188.49,67,35,4,3,272,0,6,0,39,39,69,71,2,43
4,5,3,357.54,300,55,3,4,340,1,4,0,57,64,65,37,2,61
0,1,0,66.94,417,19,1,9,878,2,1,1,17,27,62,89,2,24
0,1,3,112.93,471,23,2,3,714,0,6,0,25,23,40,35,1,23
5,4,2,156.72,202,15,2,8,540,2,1,1,10,13,37,30,1,17
6,0,2,292.13,404,44,2,6,326,1,3,0,39,44,77,49,0,43
1,2,2,70.79,413,12,0,9,303,2,2,0,16,11,26,57,2,18
7,1,3,346.55,110,55,1,5,408,1,4,0,56,46,44,34,0,55
7,3,2,123.69,208,5,0,9,374,0,6,0,10,15,72,45,2,13
7,1,3,94.68,174,13,4,8,763,2,2,0,15,14,33,75,2,20
2,0,0,277.91,130,27,0,14,297,0,6,0,32,34,20,45,0,30
2,0,2,291.67,196,36,1,8,787,0,6,0,41,35,66,84,1,42
6,0,2,302.34,217,22,4,12,560,1,5,0,19,19,74,95,1,22
4,1,1,297.94,247,46,1,13,476,1,5,0,43,55,61,46,1,51
1,5,0,410.5,154,8,0,9,896,2,2,0,4,3,50,68,0,6
4,4,3,425.25,495,53,2,10,851,0,6,0,57,63,30,86,2,65
6,4,0,408.86,170,28,1,9,386,1,5,0,31,19,36,78,2,35
1,2,0,157.34,332,35,2,5,513,2,2,0,38,32,32,93,2,36
0,0,2,441.14,487,5,3,12,958,0,6,0,1,1,30,88,1,8
0,5,2,441.43,44,25,3,7,182,1,3,0,30,17,58,85,1,33
2,1,3,267.32,98,26,2,3,634,1,4,0,22,30,73,63,1,34
0,5,2,441.43,134,57,3,10,666,2,1,0,60,47,37,68,1,55
2,0,0,277.91,357,54,0,12,501,1,4,0,51,55,44,73,0,56
6,2,1,343.08,343,42,0,12,758,2,2,0,39,32,68,88,1,39
4,5,3,357.54,42,31,3,14,570,2,2,0,29,21,61,37,2,35
6,4,3,89.57,247,24,1,3,298,0,7,0,21,34,51,36,0,34
2,1,3,267.32,279,17,2,9,781,1,5,0,15,9,49,80,1,23
3,3,3,348.06,220,31,4,4,347,2,1,0,26,30,26,41,0,31
0,0,0,33.93,446,11,3,9,638,2,1,0,11,11,79,79,0,14
6,0,2,302.34,393,52,4,12,465,0,6,0,51,56,42,68,1,52
0,1,3,112.93,33,37,2,12,327,0,7,0,33,41,44,49,1,42
6,4,0,408.86,265,7,1,11,653,1,3,0,2,1,32,82,2,4
6,4,0,408.86,100,55,1,9,862,2,1,0,59,61,32,89,2,62
4,1,3,93.03,64,42,1,5,699,1,4,0,43,46,23,52,2,48
1,2,2,70.79,454,53,0,10,396,2,1,0,58,60,66,87,2,62
5,1,0,477.89,321,44,4,13,638,0,7,0,41,53,51,85,0,44
6,5,3,467.69,262,44,2,11,1010,1,5,0,44,54,38,62,0,51
0,0,2,371.5,87,21,4,5,842,1,5,0,20,24,24,96,0,23
2,0,1,362.36,468,52,2,5,699,2,1,0,56,56,68,94,2,54
1,5,0,410.5,100,18,0,12,611,2,2,0,21,24,70,99,0,22
5,4,0,335.8,444,54,3,2,331,0,6,0,59,50,28,92,1,54
2,4,0,53.6,207,46,3,11,803,2,2,0,48,49,28,82,2,54
3,3,3,348.06,178,18,4,3,400,0,6,0,16,28,39,40,0,26
7,4,0,462.1,420,13,3,10,876,2,2,0,11,13,38,94,2,15
1,3,1,345.21,35,57,2,12,610,2,2,1,59,58,30,75,2,64
2,0,2,398.04,386,45,0,3,269,2,2,0,44,46,78,36,0,48
4,4,3,103.44,46,49,4,13,422,1,5,0,50,48,45,42,2,58
0,0,3,259.97,97,34,0,7,568,2,2,0,31,41,72,81,1,35
0,0,2,127.2,336,42,3,13,713,1,3,0,40,50,23,84,1,49
3,4,3,204.5,249,21,3,7,558,1,5,0,20,23,53,66,1,21
0,2,1,95.12,338,33,0,4,532,1,5,0,34,30,30,81,2,33
7,0,2,397.29,220,13,0,2,455,1,3,0,16,11,21,33,2,19
1,2,0,82.18,433,11,1,11,339,1,3,0,6,13,21,41,2,13
1,5,2,72.7,397,38,2,5,715,2,1,0,38,41,33,97,1,40
4,5,3,346.65,385,51,1,6,735,2,2,0,53,55,38,33,1,57
6,5,3,467.69,460,20,2,12,184,1,5,0,16,22,51,73,0,19
1,2,1,244.64,286,5,1,11,292,0,7,0,3,9,21,41,1,13
1,4,3,117.68,364,24,2,7,670,0,6,0,28,34,49,95,1,32
